sample,strategy,variant,momentum_bps,entry_cap,entry_window_seconds,slippage_cents,momentum_lookback_seconds,total_pnl,trades,signals,fill_rate,win_rate,profit_factor,avg_entry_price,avg_pnl,max_drawdown,raw_5m_sharpe
TRAIN,follow_mom0bps_cap0.60_win10s_slip0.00c,follow,0.0,0.6,10,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.60_win10s_slip1.00c,follow,0.0,0.6,10,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.60_win10s_slip2.00c,follow,0.0,0.6,10,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.60_win10s_slip5.00c,follow,0.0,0.6,10,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom0bps_cap0.60_win20s_slip0.00c,follow,0.0,0.6,20,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.60_win20s_slip1.00c,follow,0.0,0.6,20,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.60_win20s_slip2.00c,follow,0.0,0.6,20,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.60_win20s_slip5.00c,follow,0.0,0.6,20,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom0bps_cap0.60_win30s_slip0.00c,follow,0.0,0.6,30,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.60_win30s_slip1.00c,follow,0.0,0.6,30,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.60_win30s_slip2.00c,follow,0.0,0.6,30,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.60_win30s_slip5.00c,follow,0.0,0.6,30,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom0bps_cap0.60_win60s_slip0.00c,follow,0.0,0.6,60,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.60_win60s_slip1.00c,follow,0.0,0.6,60,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.60_win60s_slip2.00c,follow,0.0,0.6,60,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.60_win60s_slip5.00c,follow,0.0,0.6,60,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom0bps_cap0.65_win5s_slip0.00c,follow,0.0,0.65,5,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.65_win5s_slip1.00c,follow,0.0,0.65,5,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.65_win5s_slip2.00c,follow,0.0,0.65,5,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.65_win5s_slip5.00c,follow,0.0,0.65,5,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom0bps_cap0.65_win10s_slip0.00c,follow,0.0,0.65,10,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.65_win10s_slip1.00c,follow,0.0,0.65,10,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.65_win10s_slip2.00c,follow,0.0,0.65,10,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.65_win10s_slip5.00c,follow,0.0,0.65,10,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom0bps_cap0.65_win20s_slip0.00c,follow,0.0,0.65,20,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.65_win20s_slip1.00c,follow,0.0,0.65,20,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.65_win20s_slip2.00c,follow,0.0,0.65,20,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.65_win20s_slip5.00c,follow,0.0,0.65,20,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom0bps_cap0.65_win30s_slip0.00c,follow,0.0,0.65,30,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.65_win30s_slip1.00c,follow,0.0,0.65,30,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.65_win30s_slip2.00c,follow,0.0,0.65,30,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.65_win30s_slip5.00c,follow,0.0,0.65,30,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom0bps_cap0.65_win60s_slip0.00c,follow,0.0,0.65,60,0.0,10,-1025.0205940593987,3954,3954,1.0,0.4929185634800202,0.9489788207097325,0.505,-0.25923636673227224,-0.13892208644418635,-0.019925371537446043
TRAIN,follow_mom0bps_cap0.65_win60s_slip1.00c,follow,0.0,0.65,60,1.0,10,-1774.419805825255,3954,3954,1.0,0.4929185634800202,0.9116769052505839,0.5149999999999999,-0.44876575766951005,-0.2025312586365431,-0.03541012153340956
TRAIN,follow_mom0bps_cap0.65_win60s_slip2.00c,follow,0.0,0.65,60,2.0,10,-2495.270476190559,3954,3954,1.0,0.4929185634800202,0.8757960151422604,0.5250000000000001,-0.6310749813329475,-0.26644371702086,-0.05077423526126835
TRAIN,follow_mom0bps_cap0.65_win60s_slip5.00c,follow,0.0,0.65,60,5.0,10,-4501.962882882733,3954,3954,1.0,0.4929185634800202,0.7759113751109807,0.5549999999999999,-1.138584441801438,-0.45085263317891666,-0.09551846239556991
TRAIN,follow_mom1bps_cap0.50_win5s_slip0.00c,follow,1.0,0.5,5,0.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win5s_slip1.00c,follow,1.0,0.5,5,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win5s_slip2.00c,follow,1.0,0.5,5,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win5s_slip5.00c,follow,1.0,0.5,5,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win10s_slip0.00c,follow,1.0,0.5,10,0.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win10s_slip1.00c,follow,1.0,0.5,10,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win10s_slip2.00c,follow,1.0,0.5,10,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win10s_slip5.00c,follow,1.0,0.5,10,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win20s_slip0.00c,follow,1.0,0.5,20,0.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win20s_slip1.00c,follow,1.0,0.5,20,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win20s_slip2.00c,follow,1.0,0.5,20,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win20s_slip5.00c,follow,1.0,0.5,20,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win30s_slip0.00c,follow,1.0,0.5,30,0.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win30s_slip1.00c,follow,1.0,0.5,30,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win30s_slip2.00c,follow,1.0,0.5,30,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win30s_slip5.00c,follow,1.0,0.5,30,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win60s_slip0.00c,follow,1.0,0.5,60,0.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win60s_slip1.00c,follow,1.0,0.5,60,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win60s_slip2.00c,follow,1.0,0.5,60,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.50_win60s_slip5.00c,follow,1.0,0.5,60,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win5s_slip0.00c,follow,1.0,0.51,5,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.51_win5s_slip1.00c,follow,1.0,0.51,5,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win5s_slip2.00c,follow,1.0,0.51,5,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win5s_slip5.00c,follow,1.0,0.51,5,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win10s_slip0.00c,follow,1.0,0.51,10,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.51_win10s_slip1.00c,follow,1.0,0.51,10,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win10s_slip2.00c,follow,1.0,0.51,10,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win10s_slip5.00c,follow,1.0,0.51,10,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win20s_slip0.00c,follow,1.0,0.51,20,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.51_win20s_slip1.00c,follow,1.0,0.51,20,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win20s_slip2.00c,follow,1.0,0.51,20,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win20s_slip5.00c,follow,1.0,0.51,20,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win30s_slip0.00c,follow,1.0,0.51,30,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.51_win30s_slip1.00c,follow,1.0,0.51,30,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win30s_slip2.00c,follow,1.0,0.51,30,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win30s_slip5.00c,follow,1.0,0.51,30,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win60s_slip0.00c,follow,1.0,0.51,60,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.51_win60s_slip1.00c,follow,1.0,0.51,60,1.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win60s_slip2.00c,follow,1.0,0.51,60,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.51_win60s_slip5.00c,follow,1.0,0.51,60,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win5s_slip0.00c,follow,1.0,0.52,5,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.52_win5s_slip1.00c,follow,1.0,0.52,5,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.52_win5s_slip2.00c,follow,1.0,0.52,5,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win5s_slip5.00c,follow,1.0,0.52,5,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win10s_slip0.00c,follow,1.0,0.52,10,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.52_win10s_slip1.00c,follow,1.0,0.52,10,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.52_win10s_slip2.00c,follow,1.0,0.52,10,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win10s_slip5.00c,follow,1.0,0.52,10,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win20s_slip0.00c,follow,1.0,0.52,20,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.52_win20s_slip1.00c,follow,1.0,0.52,20,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.52_win20s_slip2.00c,follow,1.0,0.52,20,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win20s_slip5.00c,follow,1.0,0.52,20,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win30s_slip0.00c,follow,1.0,0.52,30,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.52_win30s_slip1.00c,follow,1.0,0.52,30,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.52_win30s_slip2.00c,follow,1.0,0.52,30,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win30s_slip5.00c,follow,1.0,0.52,30,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win60s_slip0.00c,follow,1.0,0.52,60,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.52_win60s_slip1.00c,follow,1.0,0.52,60,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.52_win60s_slip2.00c,follow,1.0,0.52,60,2.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.52_win60s_slip5.00c,follow,1.0,0.52,60,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.53_win5s_slip0.00c,follow,1.0,0.53,5,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.53_win5s_slip1.00c,follow,1.0,0.53,5,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.53_win5s_slip2.00c,follow,1.0,0.53,5,2.0,10,-1026.6028571428342,1973,1973,1.0,0.49873289406994425,0.8964050809258272,0.5250000000000001,-0.5203258272391568,-0.1168367081431162,-0.029664442904574262
TRAIN,follow_mom1bps_cap0.53_win5s_slip5.00c,follow,1.0,0.53,5,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.53_win10s_slip0.00c,follow,1.0,0.53,10,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.53_win10s_slip1.00c,follow,1.0,0.53,10,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.53_win10s_slip2.00c,follow,1.0,0.53,10,2.0,10,-1026.6028571428342,1973,1973,1.0,0.49873289406994425,0.8964050809258272,0.5250000000000001,-0.5203258272391568,-0.1168367081431162,-0.029664442904574262
TRAIN,follow_mom1bps_cap0.53_win10s_slip5.00c,follow,1.0,0.53,10,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.53_win20s_slip0.00c,follow,1.0,0.53,20,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.53_win20s_slip1.00c,follow,1.0,0.53,20,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.53_win20s_slip2.00c,follow,1.0,0.53,20,2.0,10,-1026.6028571428342,1973,1973,1.0,0.49873289406994425,0.8964050809258272,0.5250000000000001,-0.5203258272391568,-0.1168367081431162,-0.029664442904574262
TRAIN,follow_mom1bps_cap0.53_win20s_slip5.00c,follow,1.0,0.53,20,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.53_win30s_slip0.00c,follow,1.0,0.53,30,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.53_win30s_slip1.00c,follow,1.0,0.53,30,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.53_win30s_slip2.00c,follow,1.0,0.53,30,2.0,10,-1026.6028571428342,1973,1973,1.0,0.49873289406994425,0.8964050809258272,0.5250000000000001,-0.5203258272391568,-0.1168367081431162,-0.029664442904574262
TRAIN,follow_mom1bps_cap0.53_win30s_slip5.00c,follow,1.0,0.53,30,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.53_win60s_slip0.00c,follow,1.0,0.53,60,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.53_win60s_slip1.00c,follow,1.0,0.53,60,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.53_win60s_slip2.00c,follow,1.0,0.53,60,2.0,10,-1026.6028571428342,1973,1973,1.0,0.49873289406994425,0.8964050809258272,0.5250000000000001,-0.5203258272391568,-0.1168367081431162,-0.029664442904574262
TRAIN,follow_mom1bps_cap0.53_win60s_slip5.00c,follow,1.0,0.53,60,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.55_win5s_slip0.00c,follow,1.0,0.55,5,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.55_win5s_slip1.00c,follow,1.0,0.55,5,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.55_win5s_slip2.00c,follow,1.0,0.55,5,2.0,10,-1026.6028571428342,1973,1973,1.0,0.49873289406994425,0.8964050809258272,0.5250000000000001,-0.5203258272391568,-0.1168367081431162,-0.029664442904574262
TRAIN,follow_mom1bps_cap0.55_win5s_slip5.00c,follow,1.0,0.55,5,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.55_win10s_slip0.00c,follow,1.0,0.55,10,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.55_win10s_slip1.00c,follow,1.0,0.55,10,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
TRAIN,follow_mom1bps_cap0.55_win10s_slip2.00c,follow,1.0,0.55,10,2.0,10,-1026.6028571428342,1973,1973,1.0,0.49873289406994425,0.8964050809258272,0.5250000000000001,-0.5203258272391568,-0.1168367081431162,-0.029664442904574262
TRAIN,follow_mom1bps_cap0.55_win10s_slip5.00c,follow,1.0,0.55,10,5.0,10,0.0,0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN,follow_mom1bps_cap0.55_win20s_slip0.00c,follow,1.0,0.55,20,0.0,10,-284.3114851484861,1973,1973,1.0,0.49873289406994425,0.9713100103989681,0.505,-0.14410110752585617,-0.07370508502434336,-0.007699770325228604
TRAIN,follow_mom1bps_cap0.55_win20s_slip1.00c,follow,1.0,0.55,20,1.0,10,-662.6638834951536,1973,1973,1.0,0.49873289406994425,0.9331303133374155,0.5149999999999999,-0.3358661345641894,-0.08774707200965948,-0.01869161242432753
